id,s_serialno,s_status,s_model,s_devicetype,t_date,s_location,s_costcentre,s_department,NA,NA,13,NA
20120271,G122320604454 B103299/001,Active,ID82 HM65,PC,2012-07-17,Torque Toyota Brendale,809 Torque Toyota,Pre Delivery,NA,NA,13,NA
20120274,G122320604455 B103299/004,Active,ID82 HM65,PC,2012-07-17,Torque Toyota North Lakes,809 Torque Toyota,Sales,NA,NA,13,NA
20120275,G122320604452 B103299/005,Active,ID82 HM65,PC,2012-07-17,Torque Toyota Brendale,809 Torque Toyota,Service,NA,NA,13,NA
20120278,4C056610H,Active,PT525A-00801901,Notebook,2012-07-25,Torque Toyota Brendale,809 Torque Toyota,Sales,NA,NA,13,NA
20120290,4C056875H,Active,PT525A-00801901,Notebook,2012-07-25,Austral PAG Fortitude Valley,806 Austral PAG,Service,NA,NA,13,NA
20120335,5C054182H,Active,PT525A-00801901,Notebook,2012-08-27,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,NA,NA,13,NA
20120347,G122420600249 B103585/003,Active,ID82 HM65,PC,2012-09-13,Torque Toyota Pre-delivery,809 Torque Toyota,Pre Delivery,NA,NA,13,NA
20120348,G122420600248 B103585/004,Active,ID82 HM65,PC,2012-09-13,Torque Toyota North Lakes,809 Torque Toyota,Service,NA,NA,13,NA
20120352,G122420600707 B103585/008,Active,ID82 HM65,PC,2012-09-13,Torque Honda North Lakes,821 Torque Honda,Sales,NA,NA,13,NA
20120450,G123520601753 B103766/001,Active,ID82 HM65,PC,2012-10-09,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,NA,NA,13,NA
20120452,G123520601754 B103766/003,Active,ID82 HM65,PC,2012-10-09,Porsche Centre Brisbane Newstead,805 Austral Porsche,Service,NA,NA,13,NA
20120480,HP2191KC700014N,Active,XE7OOTIA-A03AU,PC,2012-10-25,Southside Honda Buranda,802 Southside Honda,Service,NA,NA,13,NA
20120481,HP2191KC700139N,Active,XE7OOTIA-A03AU,PC,2012-10-25,Infiniti Centre Brisbane,APGB863 Infiniti,Sales,NA,NA,13,NA
20120512,C02H61RYDV7N,Active,MacBook Pro,Notebook,1970-01-01,Corporate Office Fortitude Valley,APGP258B Corporate,Admin,NA,NA,13,NA
20120610,4C058097H,Active,PT525A-00801901,Notebook,2012-12-20,HVF Berrimah,815 AP Motor Group,Showroom,NA,NA,13,NA
20120648,7C034193H,Active,PT530A-00J001,Notebook,2012-12-20,Austral PAG Fortitude Valley,806 Austral PAG,Service,NA,NA,13,NA
